date,ticker,direction,shares,price,commission,sales_tax,slippage,total_cost,cash_after
2022-12-06 07:00:00,VHM,BUY,3428800,58.32914999999999,249998.7369,0.0,99949.51999998024,249998.7369,535461765.6377671
2022-12-06 07:00:00,SSI,BUY,14381300,13.636815,245143.909449375,0.0,98008.55949999383,245143.909449375,339101494.1688177
2022-12-09 07:00:00,HPG,BUY,13969300,14.317155,250000.79167687497,0.0,99950.3414999879,250000.79167687497,138850860.03564084
2022-12-12 07:00:00,VPB,BUY,9306400,14.937465,173767.530345,0.0,69472.27599999844,173767.530345,-336931.7707041502
2023-01-04 07:00:00,VHM,SELL,3428800,49.87505,213764.4643,171011.57144,85548.55999998943,384776.03573999996,170289863.63355586
2023-02-20 07:00:00,VPB,SELL,9306400,15.062465000000001,175221.65534500004,140177.32427600003,70123.72399999031,315398.97962100006,310151788.92993486
2023-02-23 07:00:00,SSI,SELL,14381300,12.893550000000001,231782.51326875002,185426.010615,92759.3849999882,417208.52388375,495160591.0210511
2023-03-02 07:00:00,STB,SELL,10251300,25.3873,325316.03561250004,260252.82849,130191.50999998793,585568.8641025,754827850.6469486
2023-03-03 07:00:00,STB,BUY,7047200,25.662824999999998,226063.82542499996,0.0,90380.33999999591,226063.82542499996,573750726.4815236
2023-03-21 07:00:00,VPB,BUY,10392300,17.368679999999998,225625.66645499997,0.0,90205.16399998176,225625.66645499997,393024567.6510687
2023-03-23 07:00:00,HPG,SELL,13969300,15.282355,266854.752126875,213483.8017015,106795.29849997691,480338.55382837495,606028030.7987403
2023-03-23 07:00:00,STB,SELL,7047200,24.537725000000002,216152.819525,172922.25562,86504.37999999242,389075.075145,778561211.3435953
2023-03-24 07:00:00,SSI,BUY,13265500,13.66683,226621.66670625,0.0,90603.36499998678,226621.66670625,597037256.311889
2023-04-05 07:00:00,STB,BUY,6706700,26.913449999999997,225625.54389374997,0.0,90205.11499999229,225625.54389374997,416311195.65299535
2023-04-10 07:00:00,NVL,BUY,13463400,13.656825,229834.12213124998,0.0,91887.70499998913,229834.12213124998,232214063.8258641
2023-04-12 07:00:00,HPG,BUY,11461900,15.82791,226772.40203625,0.0,90663.62899998823,226772.40203625,50569369.79482788
2023-05-11 07:00:00,VPB,SELL,10392300,17.261365,224231.604361875,179385.28348950003,89737.510499981,403616.88785137504,229551036.3964765
2023-06-05 07:00:00,NVL,SELL,13463400,13.993,235491.69525000002,188393.3562,94243.7999999956,423885.05145,417520507.54502654
2023-06-13 07:00:00,NVL,BUY,12356900,14.707349999999998,227171.56651874998,0.0,90823.21499998588,227171.56651874998,235556082.7635078
2023-06-26 07:00:00,VPB,BUY,10135400,18.069029999999998,228921.05832749998,0.0,91522.66199999195,228921.05832749998,52190315.04318035
2023-07-04 07:00:00,NVL,SELL,12356900,14.542725,224628.74819062502,179702.9985525,89896.44749999902,404331.746743125,231488981.84893724
2023-08-02 07:00:00,STB,SELL,6706700,28.88555,242158.39773125,193726.718185,96911.8150000005,435885.11591625004,424779814.91802096
2023-08-11 07:00:00,STB,BUY,7053100,30.765375,271239.083015625,0.0,108441.41249999158,271239.083015625,207517309.42250535
2023-08-30 07:00:00,HPG,SELL,11461900,20.42978,292705.1192275,234164.095382,117140.6180000039,526869.2146095,441154535.58989584
2023-09-08 07:00:00,VPB,SELL,10135400,19.15042,242621.45858500001,194097.166868,97097.13199999696,436718.625453,634814983.8324429
2023-09-15 07:00:00,HPG,BUY,10241100,21.13056,270500.22252,0.0,108146.01599998081,270500.22252,418144305.59392285
2023-09-15 07:00:00,VPB,BUY,10915500,19.78989,270020.68036875,0.0,107954.29499998497,270020.68036875,201857740.61855412
2023-10-02 07:00:00,HPG,SELL,10241100,19.900045000000002,254747.93856187505,203798.35084950004,101950.15049997887,458546.28941137507,405197545.17864275
2023-10-05 07:00:00,VPB,SELL,10915500,18.400795000000002,251067.34727812503,200853.8778225,100477.17749997717,451921.2251006251,605599501.7760421
2023-10-11 07:00:00,STB,SELL,7053100,31.234375,275373.962890625,220299.1703125,110204.6875,495673.133203125,825402998.955339
2023-10-18 07:00:00,VPB,BUY,10773600,19.829909999999998,267049.39797,0.0,106766.375999977,267049.39797,611496431.181369
2023-10-20 07:00:00,SSI,SELL,13265500,20.88955,346387.90690625,277110.325525,138624.47499998327,623498.2324312499,887983258.4739377
2023-11-02 07:00:00,VPB,SELL,10773600,17.57121,236631.48507,189305.18805599998,94699.9439999745,425936.673126,1076862509.8568118
2023-11-21 07:00:00,HPG,BUY,10682800,20.45022,273082.01277000003,0.0,109178.21600000364,273082.01277000003,858123817.6280417
2023-11-21 07:00:00,SHB,BUY,26503400,8.204099999999999,271795.67992499995,0.0,108663.93999998215,271795.67992499995,640415478.0081167
2023-11-28 07:00:00,SSI,BUY,10008000,21.540765,269474.97015,0.0,107736.11999999247,269474.97015,424566026.9179667
2023-12-28 07:00:00,SHB,SELL,26503400,7.83608,259603.45334,207682.76267199998,103893.32799999797,467286.216012,631781503.3739548
2024-01-15 07:00:00,STB,BUY,7262900,30.11505,273403.24580625,0.0,109306.64499999039,273403.24580625,412785503.4831485
2024-04-09 07:00:00,STB,SELL,7262900,28.985500000000002,263148.48493750003,210518.78795000003,105312.04999998679,473667.27288750006,622830624.160261
2024-04-11 07:00:00,VHM,BUY,4913100,44.272124999999996,271891.721671875,0.0,108702.33749997793,271891.721671875,405045355.1010892
2024-04-19 07:00:00,HPG,SELL,10682800,21.02948,280817.16118,224653.728944,112383.05599999616,505470.890124,629193613.1549652
2024-04-22 07:00:00,VHM,SELL,4913100,41.47925,254739.62896875,203791.703175,101946.82499999805,458531.33214375004,832526784.9978215
2024-04-24 07:00:00,SSI,SELL,10008000,24.297845,303966.04095,243172.83276,121647.23999999916,547138.87371,1075152478.8841114
2024-05-20 07:00:00,HPG,BUY,9078600,23.97198,272040.022035,0.0,108761.62799997875,272040.022035,857248421.2340764
2024-06-07 07:00:00,STB,BUY,7073600,30.715349999999997,271585.1247,0.0,108579.75999998569,271585.1247,639708736.3493764
2024-06-21 07:00:00,SSI,BUY,8710800,24.872429999999998,270823.454055,0.0,108275.24399998595,270823.454055,422779149.6513214
2024-07-02 07:00:00,SSI,SELL,8710800,23.638175,257384.2684875,205907.41479,103005.2099999843,463291.6832775,628223272.7580439
2024-07-15 07:00:00,HPG,SELL,9078600,23.758115,269613.02854875,215690.42283899998,107899.16099999528,485303.45138775,843428392.1456561
2024-07-31 07:00:00,STB,SELL,7073600,28.985500000000002,256289.79100000003,205031.8328,102567.19999998713,461321.62380000006,1047998903.3218561
2024-08-16 07:00:00,MWG,BUY,3219500,65.09253,261956.75041875,0.0,104730.33499998125,261956.75041875,838171546.2364374
2024-08-30 07:00:00,STB,BUY,6869500,30.565275,262460.19576562505,0.0,104931.6124999934,262460.19576562505,627940929.4281719
2024-09-09 07:00:00,SSI,BUY,9016200,23.07153,260021.91098249998,0.0,103956.78600000437,260021.91098249998,419663378.73118937
2024-10-08 07:00:00,HPG,BUY,9516600,21.99099,261599.31929249997,0.0,104587.4339999963,261599.31929249997,210122323.9778969
2024-10-11 07:00:00,MWG,SELL,3219500,64.04796,257753.009025,206202.40722,103152.77999998377,463955.416245,415860775.78165185
2024-11-08 07:00:00,SSI,SELL,9016200,23.408290000000004,263817.28037250007,211053.82429800005,105579.70199997496,474871.10467050015,626439728.9749814
2024-11-26 07:00:00,HPG,SELL,9516600,21.88905,260386.66653750002,208309.33323000002,104206.7699999769,468695.99976750003,834280366.2052139
2024-11-27 07:00:00,STB,SELL,6869500,33.083450000000006,284083.44971875,227266.75977500004,113690.22499996689,511350.20949375007,1061035775.7707202
2024-12-11 07:00:00,HPG,BUY,9004500,23.241615,261598.90283437498,0.0,104587.26749999139,261598.90283437498,851495054.6003859
2024-12-24 07:00:00,SSI,BUY,9102500,22.99149,261600.04715625,0.0,104587.72499998585,261600.04715625,641953416.8282297
2024-12-25 07:00:00,STB,BUY,6028100,34.81739999999999,262353.46117499995,0.0,104888.9399999697,262353.46117499995,431808294.42705476
